,Words,Frequency,Tags
2436,cheap,1,JJ
2437,ngas,1,NN
2438,lens,1,VBZ
2439,broad,1,JJ
2440,fraud,1,NN
2441,one-three-hundo,1,JJ
2442,little-bitty,1,JJ
2443,offer,1,NN
2444,yajects,1,NNS
2445,pint,1,VBP
2446,nip,1,JJ
2447,bs,1,NN
2448,uncle,1,NN
2449,fronted,1,VBD
2450,p's,1,JJ
2451,birds,1,NNS
2452,birdbath,1,NN
2453,suwoop,1,NN
2454,orleans,1,VBZ
2455,voodoo,1,RB
2456,tatted,1,VBN
2457,'bach,1,CD
2458,flash,1,JJ
2459,snapchat,1,RB
2460,lemonade,1,VBD
2461,bentayga,1,JJ
2462,dojo,1,NN
2463,sensei,1,NN
2464,umbrellas,1,JJ
2465,kiddin',1,NN
2466,doubt,1,NN
2467,breeze,1,NN
2468,bone,1,NN
2469,bruises,1,VBZ
2470,fighting,1,VBG
2471,prepare,1,VB
2472,plottin,1,JJ
2473,come-up,1,JJ
2474,schemin',1,NN
2475,cope,1,NN
2476,skintone,1,NN
2477,belizean,1,JJ
2478,cold-hearted,1,JJ
2479,function,1,NN
2480,affection,1,NN
2481,bug,1,NN
2482,situations,1,NNS
2483,traumatized,1,VBD
2484,speechless,1,JJ
2485,bleedin',1,NN
2486,corny,1,NN
2487,carnival,1,NN
2488,philippe,1,NN
2489,scarin',1,NN
2490,rented,1,VBD
2491,advise,1,NN
2492,bullshit,1,NN
2493,forty,1,NN
2494,murda,1,NN
2495,reality,1,NN
2496,hug,1,NN
2497,tempt,1,NN
2498,gently,1,RB
2499,dates,1,VBZ
2500,pictures,1,NNS
2501,quickly,1,RB
2502,manipulated,1,VBD
2503,relationship,1,NN
2504,risky,1,JJ
2505,tricky,1,JJ
2506,joggers,1,NNS
2507,compliment,1,VBP
2508,father,1,RB
2509,dodge,1,NN
2510,killers,1,NNS
2511,escape,1,VBP
2512,dysfunction,1,NN
2513,scars,1,NNS
2514,thinner,1,VBP
2515,guilt,1,JJ
2516,upstairs,1,NNS
2517,fishin',1,RBR
2518,nibble,1,JJ
2519,sitttin',1,NN
2520,championship,1,NN
2521,feelin,1,NN
2522,yeehaw!,1,NN
2523,trick,1,JJ
2524,wayside,1,NN
2525,kidding,1,VBG
2526,replay,1,NN
2527,seeing,1,VBG
2528,'head,1,JJ
2529,punish,1,JJ
2530,propose,1,NN
2531,embarrass,1,NN
2532,fold,1,VBD
2533,story,1,NN
2534,we'd,1,NN
2535,tar,1,NN
2536,photoshoot,1,NN
2537,aside,1,RB
2538,hypin',1,VBD
2539,likin',1,JJ
2540,"""either",1,NNP
2541,"way""",1,NN
2542,overdrive,1,JJ
2543,turner,1,NN
2544,pages,1,NNS
2545,records,1,NNS
2546,giver,1,RB
2547,forgiving's,1,VBP
2548,art,1,JJ
2549,forgettin',1,NN
2550,rhymer,1,NN
2551,cents,1,NNS
2552,rhyme,1,VBP
2553,sings,1,NNS
2554,indecisive,1,JJ
2555,sh!t's,1,JJ
2556,illegal,1,JJ
2557,sequel,1,NN
2558,backboard,1,NN
2559,cheat,1,NN
2560,seafloor,1,JJ
2561,alicia,1,NN
2562,using,1,VBG
2563,girlfriend,1,JJ
2564,bih,1,NN
2565,callate,1,NN
2566,supernova,1,NN
2567,teamwork,1,NN
2568,juices,1,NNS
2569,reverb,1,VBP
2570,uber,1,JJ
2571,driver,1,NN
2572,revert,1,VB
2573,u-turn,1,JJ
2574,sxtape,1,NN
2575,bloopers,1,NNS
2576,trooper,1,VBP
2577,sniper,1,JJR
2578,bradley,1,NN
2579,cooper,1,NN
2580,hi,1,NN
2581,senior,1,JJ
2582,"ya""",1,NN
2583,believer,1,NN
2584,accent's,1,NN
2585,badder,1,NN
2586,brake,1,NN
2587,diver,1,NN
2588,creeping,1,VBG
2589,jaw,1,NN
2590,chattanooga,1,NN
2591,freight,1,NN
2592,chevrolet,1,NN
2593,tracks,1,NNS
2594,maple,1,VBP
2595,limb,1,JJ
2596,river,1,NN
2597,burinin',1,NN
2598,chaisn',1,VBZ
2599,santa,1,JJ
2600,fe,1,NN
2601,tracked,1,VBD
2602,radio,1,JJ
2603,plane,1,NN
2604,lobby,1,NN
2605,underground,1,NN
2606,garages,1,VBZ
2607,suite,1,JJ
2608,deposit,1,NN
2609,elevator,1,NN
2610,phones,1,NNS
2611,chubbs,1,VBP
2612,galleria,1,JJ
2613,swipes,1,NNS
2614,arrival,1,JJ
2615,survival,1,JJ
2616,viral,1,JJ
2617,waiter,1,NN
2618,meal,1,NN
2619,"typo""",1,NN
2620,images,1,NNS
2621,amex,1,VBP
2622,sinnin',1,JJ
2623,stickin',1,NN
2624,backstage,1,NN
2625,upside,1,RB
2626,doomed,1,VBD
2627,get-go,1,JJ
2628,actually,1,RB
2629,believing,1,VBG
2630,magic,1,JJ
2631,hopes,1,NNS
2632,attic,1,JJ
2633,hail,1,NN
2634,mary,1,NN
2635,"mine""",1,NN
2636,passing,1,VBG
2637,"eyes""",1,JJ
2638,monkey,1,NN
2639,dancin’,1,NN
2640,forgiveness,1,NN
2641,health,1,NN
2642,earth,1,NN
2643,',1,''
2644,husband,1,NN
2645,short,1,JJ
2646,sucks,1,NNS
2647,younger,1,JJR
2648,cheer,1,NN
2649,videos,1,IN
2650,bark,1,NN
2651,sneak,1,NN
2652,exactly,1,RB
2653,sundays,1,VBZ
2654,mondays,1,NNS
2655,outro,1,IN
2656,beabadoobee,1,JJ
2657,mascara,1,NN
2658,one-too-many,1,JJ
2659,headache,1,NN
2660,drawer,1,NN
2661,laugh,1,IN
2662,drove,1,NN
2663,crying,1,NN
2664,traphouse,1,NN
2665,mob,1,NN
2666,packing,1,VBG
2667,automatics,1,NNS
2668,gay,1,JJ
2669,comments,1,NNS
2670,fifties,1,NNS
2671,island,1,VBP
2672,snatchin',1,NN
2673,brody,1,NN
2674,denied,1,VBD
2675,d-nice,1,JJ
2676,glock-,1,JJ
2677,bnb,1,NN
2678,nappy,1,JJ
2679,weapon,1,NN
2680,corrections,1,NNS
2681,third-string,1,JJ
2682,dreamer,1,JJ
2683,second-place,1,NN
2684,wheels,1,NNS
2685,steam,1,VBP
2686,coach,1,NN
2687,resort,1,NN
2688,prom,1,IN
2689,thanks,1,NNS
2690,ex-boyfriend,1,VBP
2691,pawned,1,JJ
2692,"do""",1,NN
2693,remembered,1,VBD
2694,worn-out,1,NN
2695,granddaddy,1,NN
2696,mama's,1,NN
2697,bible,1,JJ
2698,daddy's,1,JJ
2699,vinyl,1,NN
2700,first-fish-catching,1,JJ
2701,zebco,1,NN
2702,working,1,VBG
2703,thing's,1,NN
2704,major,1,JJ
2705,crown,1,NN
2706,riskin',1,NN
2707,genuinely,1,RB
2708,denims,1,VBZ
2709,disguise,1,NN
2710,clips,1,NNS
2711,taper,1,IN
2712,trim,1,JJ
2713,inherit,1,NN
2714,input,1,NN
2715,slipped,1,VBD
2716,artwork,1,NN
2717,signed,1,VBN
2718,contract,1,NN
2719,carmelo,1,NN
2720,blitz,1,NN
2721,stall,1,NN
2722,involved,1,VBN
2723,rips,1,NNS
2724,tylenol,1,VBP
2725,'nem,1,CD
2726,tweak,1,JJ
2727,one-eighty,1,JJ
2728,heartbreak,1,NN
2729,ended,1,VBN
2730,lines,1,NNS
2731,shed,1,VBN
2732,across,1,IN
2733,seemed,1,VBN
2734,taken,1,VBN
2735,letter,1,NN
2736,mail,1,NN
2737,ripped,1,VBD
2738,flushed,1,JJ
2739,tissue,1,NN
2740,human,1,JJ
2741,issues,1,NNS
2742,confident,1,JJ
2743,sympathy,1,JJ
2744,btch,1,NN
2745,stages,1,NNS
2746,og's,1,VBP
2747,salute,1,JJ
2748,stylist,1,NN
2749,robbers,1,NNS
2750,lamborghinis,1,VBP
2751,cracking,1,VBG
2752,rapping,1,VBG
2753,trapping,1,VBG
2754,active,1,JJ
2755,'posed,1,VBN
2756,niece,1,RB
2757,"""of",1,JJ
2758,"course""",1,NN
2759,dealt,1,VBD
2760,force,1,NN
2761,pair,1,NN
2762,diors,1,NNS
2763,revenue,1,NN
2764,tools,1,NNS
2765,blew,1,VBD
2766,trackhawk,1,JJ
2767,nipsey,1,JJ
2768,scheming,1,VBG
2769,dreaming,1,VBG
2770,joy,1,NN
2771,scoring,1,VBG
2772,honest,1,JJS
2773,might've,1,NN
2774,golden,1,JJ
2775,noticed,1,VBN
2776,underwater,1,JJ
2777,somebody's,1,NN
2778,coulda,1,NN
2779,yesterday,1,NN
2780,drown,1,IN
2781,speeding,1,VBG
2782,swore,1,NN
2783,exceptions,1,NNS
2784,exception,1,VBP
2785,kaniel,1,NN
2786,laid,1,NN
2787,parked,1,VBD
2788,both：,1,JJ
2789,overseas,1,JJ
2790,yeet,1,NN
2791,orange,1,IN
2792,freaky-bom-bom,1,JJ
2793,switching,1,VBG
2794,brush,1,NN
2795,tatas,1,NNS
2796,choosing,1,VBG
2797,bh,1,NN
2798,pose,1,JJ
2799,split,1,NN
2800,band,1,NN
2801,dash,1,NN
2802,capalot,1,NN
2803,tay,1,NN
2804,keith,1,FW
2805,jug,1,NN
2806,class,1,NN
2807,highspeeds,1,NNS
2808,chi',1,VBP
2809,stojaković,1,JJ
2810,applyin',1,NN
2811,dropping,1,VBG
2812,glocks,1,NNS
2813,focusin',1,VBP
2814,classic,1,JJ
2815,stu',1,NN
2816,polo,1,NN
2817,skinny,1,JJ
2818,dreads,1,NNS
2819,climb,1,VBP
2820,rockets,1,NNS
2821,fumble,1,JJ
2822,mask,1,NN
2823,racin',1,NN
2824,foreigns,1,JJ
2825,tire,1,NN
2826,marks,1,NNS
2827,asphalt,1,VBP
2828,knockin,1,FW
2829,mac,1,NN
2830,freezin',1,NN
2831,frost,1,NN
2832,vegas,1,NN
2833,doa,1,JJ
2834,fought,1,JJ
2835,budget,1,NN
2836,sport,1,NN
2837,gunplay,1,NN
2838,adopt,1,NN
2839,dealers,1,NNS
2840,xan,1,VBP
2841,descent,1,JJ
2842,choir,1,NN
2843,clutchin',1,NN
2844,chagin',1,NN
2845,suect,1,NN
2846,grew,1,VBD
2847,rugged,1,VBN
2848,tussin',1,JJ
2849,temptation,1,NN
2850,david,1,NN
2851,ruffin,1,NN
2852,wrappin',1,NN
2853,wacked,1,VBD
2854,dont,1,JJ
2855,stoppin,1,NN
2856,licked,1,VBD
2857,broomstick,1,JJ
2858,netflix,1,NN
2859,scratch,1,NN
2860,checklist,1,NN
2861,craiglist,1,NN
2862,draws,1,NN
2863,nothin,1,IN
2864,strapped,1,VBD
2865,testos,1,NNS
2866,dodda,1,JJ
2867,bombs,1,JJ
2868,al-qaeda,1,JJ
2869,swallow,1,NN
2870,alcohol,1,NN
2871,deck,1,NN
2872,dealer,1,NN
2873,squad's,1,NN
2874,zombie,1,NN
2875,apocalypse,1,NN
2876,bobby,1,NN
2877,"brain""",1,NN
2878,heenan,1,NN
2879,wrestle,1,NN
2880,mania,1,NN
2881,shady's,1,NN
2882,posse'd,1,NN
2883,costly,1,JJ
2884,sleepin',1,NN
2885,insomnia,1,JJ
2886,adhd,1,NN
2887,hydroxycut,1,NN
2888,courvoisi',1,NN
2889,aa,1,NN
2890,melee,1,NN
2891,playdate,1,NN
2892,vacate,1,NN
2893,retreat,1,NN
2894,mayday,1,JJ
2895,cray-cray,1,JJ
2896,h-a-h-a-h-a,1,JJ
2897,tame,1,NN
2898,placate,1,JJ
2899,product,1,NN
2900,rick,1,NN
2901,onyx,1,NN
2902,appalled,1,VBD
2903,impossible,1,JJ
2904,list,1,NN
2905,midst,1,NN
2906,mental,1,JJ
2907,hospital,1,NN
2908,crystal,1,NN
2909,risperdal,1,JJ
2910,voices,1,NNS
2911,whisper,1,VBP
2912,fist,1,NN
2913,balled,1,VBD
2914,wall,1,NN
2915,pencil,1,NN
2916,drawn,1,VBN
2917,ballistic,1,JJ
2918,missile,1,NN
2919,launcher,1,RBR
2920,loch,1,JJ
2921,ness,1,JJ
2922,mythological,1,JJ
2923,screw,1,NN
2924,twist,1,NN
2925,index,1,NN
2926,prostate,1,VB
2927,exam,1,NN
2928,'xam,1,CD
2929,fans,1,NNS
2930,perspire,1,VBP
2931,liar's,1,JJ
2932,retire,1,NN
2933,admire,1,NN
2934,chicks,1,NNS
2935,spazzin',1,VBP
2936,handsome,1,JJ
2937,flier,1,NN
2938,passin',1,NN
2939,flyers,1,NNS
2940,blades,1,VBP
2941,chainsaw,1,JJ
2942,flap,1,JJ
2943,bat,1,NN
2944,baseball,1,NN
2945,kid,1,NN
2946,diddy,1,VBZ
2947,cheese,1,JJ
2948,cakewalk,1,NNS
2949,cheesecake,1,VBP
2950,stingy,1,JJ
2951,cher,1,JJR
2952,lend,1,NN
2953,pretending,1,VBG
2954,marry,1,NN
2955,she'll,1,JJ
2956,bury,1,NN
2957,genital,1,JJ
2958,original,1,JJ
2959,ramirez,1,NN
2960,rivera,1,NN
2961,lyrics,1,NNS
2962,paraplegic,1,JJ
2963,caray,1,NN
2964,merriam,1,NN
2965,dictionary,1,JJ
2966,swearing,1,VBG
2967,hilarious,1,JJ
2968,obituary,1,JJ
2969,staring,1,NN
2970,shaft,1,NN
2971,steering,1,VBG
2972,trigger,1,JJR
2973,meets,1,NNS
2974,means,1,VBZ
2975,fat,1,JJ
2976,petes,1,NNS
2977,maxi,1,VBP
2978,attracts,1,VBZ
2979,apache,1,JJ
2980,catchy,1,NN
2981,jingle,1,NN
2982,chips,1,NNS
2983,half-eaten,1,JJ
2984,cheeto,1,NN
2985,eliminate,1,NN
2986,murderin',1,NN
2987,evade,1,VBD
2988,dump,1,NN
2989,obliterating,1,VBG
2990,incinerate,1,JJ
2991,renegade,1,NN
2992,pen,1,VB
2993,anyway,1,RB
2994,beginnin',1,NN
2995,ill,1,JJ
2996,attila,1,JJ
2997,vanilla,1,NN
2998,gorilla,1,NN
2999,within,1,IN
3000,enemy,1,NN
3001,receiving,1,VBG
3002,stupidity,1,NN
3003,it'd,1,NN
3004,me's,1,VBD
3005,epitome,1,JJ
3006,vicinity,1,NN
3007,unfadable,1,JJ
3008,battle,1,NN
3009,available,1,JJ
3010,inflatable,1,JJ
3011,undebatable,1,JJ
3012,unavoidable,1,JJ
3013,unevadable,1,JJ
3014,toilet,1,NN
3015,trailer,1,NN
3016,the—,1,NN
3017,plannin',1,NN
3018,chicken,1,NN
3019,chops,1,NNS
3020,bratatatata,1,VBP
3021,dayday,1,JJ
3022,diddybop,1,NN
3023,chachachachacha,1,NN
3024,knuckle,1,NN
3025,yadayadaya,1,NN
3026,grrrr,1,NN
3027,dummy,1,NN
3028,ugly,1,RB
3029,bachata,1,JJ
3030,chacha,1,NN
3031,grrr,1,NN
3032,bapa,1,NN
3033,adios,1,NNS
3034,malo,1,VBP
3035,freca,1,JJ
3036,pilot,1,NN
3037,virus,1,NN
3038,that’s,1,NN
3039,bite,1,NN
3040,he’s,1,NN
3041,she’s,1,NN
3042,ahaha,1,IN
3043,tweeting,1,VBG
3044,trending,1,VBG
3045,ratted,1,JJ
3046,addies,1,NNS
3047,coma,1,VBP
3048,diploma,1,NN
3049,daytona,1,NN
3050,ronald,1,NN
3051,mcdonald's,1,NN
3052,reserve,1,NN
3053,outs,1,VBZ
3054,models,1,NNS
3055,rings,1,NNS
3056,dipped,1,VBD
3057,emilio,1,JJ
3058,pucci,1,NN
3059,crashed,1,VBD
3060,mll',1,JJ
3061,hi-tech,1,JJ
3062,cashin',1,NN
3063,clearer,1,NN
3064,pátron,1,NN
3065,load,1,NN
3066,viper,1,IN
3067,upset,1,JJ
3068,corvette,1,NN
3069,perfume,1,NN
3070,crowds,1,NN
3071,number's,1,IN
3072,swing,1,VBG
3073,dragging,1,VBG
3074,ysl,1,JJ
3075,saint,1,NN
3076,laurent,1,NN
3077,curve,1,NN
3078,spark,1,NN
3079,flex,1,JJ
3080,uranus,1,NN
3081,kneel,1,NN
3082,charles,1,NNS
3083,drag,1,VBP
3084,racer,1,NN
3085,glidin',1,NN
3086,parquet,1,NN
3087,kilo,1,NN
3088,mink,1,VBP
3089,coat,1,NN
3090,henny,1,NN
3091,coke-coke,1,JJ
3092,alpo,1,JJ
3093,har-har-har-harlem,1,JJ
3094,speaker,1,NN
3095,bangers,1,NNS
3096,’cause,1,VBP
3097,hakeem,1,NN
3098,slapped,1,VBD
3099,clowns,1,NNS
3100,soldier”,1,JJ
3101,aggression,1,NN
3102,abandoned,1,VBD
3103,adolescence,1,NN
3104,lied,1,VBD
3105,backstabbed,1,JJ
3106,prayin’,1,JJ
3107,ocean,1,NN
3108,committing,1,VBG
3109,crimes,1,NNS
3110,nana,1,JJ
3111,starin',1,NN
3112,tryin’,1,NN
3113,millions,1,NNS
3114,rainy,1,VBP
3115,definitely,1,RB
3116,tuesday,1,JJ
3117,wednesday,1,NN
3118,burned,1,VBD
3119,skyline,1,JJ
3120,fireflies,1,NNS
3121,tennessee,1,VBP
3122,sipped,1,JJ
3123,horns,1,NNS
3124,sat,1,VBD
3125,dozen,1,NN
3126,islands,1,NNS
3127,sink,1,VBP
3128,malibu,1,JJ
3129,gift,1,NN
3130,one-day-some-days,1,JJ
3131,they'd,1,JJ
3132,chane'-ne',1,JJ
3133,dio'-o',1,JJ
3134,rise,1,NN
3135,four-four,1,JJ
3136,cocoa,1,NN
3137,versac',1,NN
3138,sidewalk,1,NN
3139,loft,1,JJ
3140,mornin',1,NN
3141,megan,1,NN
3142,divided,1,VBD
3143,valley,1,NN
3144,sneakers,1,NNS
3145,kenzo,1,VBP
3146,limbo,1,JJ
3147,timbo,1,JJ
3148,go-go-go,1,JJ
3149,mode,1,NN
3150,jugg,1,NN
3151,jo-jo,1,NN
3152,geeked,1,VBD
3153,astronaut,1,JJ
3154,perky,1,JJ
3155,medics,1,NNS
3156,becky,1,JJ
3157,baguetties,1,NNS
3158,presi',1,VBP
3159,houston,1,NN
3160,kareem,1,VBP
3161,rocket,1,NN
3162,robbin',1,NN
3163,proceed,1,VBP
3164,cautious,1,JJ
3165,court,1,NN
3166,brr,1,VBD
3167,scotty,1,JJ
3168,boujee,1,NN
3169,coogi,1,NN
3170,zoovie,1,NN
3171,cuttin',1,NN
3172,fully,1,RB
3173,loaded,1,VBN
3174,magazines,1,NNS
3175,shoutout,1,RB
3176,'wood,1,CD
3177,cards,1,NNS
3178,visas,1,JJ
3179,tablets,1,NNS
3180,hook,1,VBP
3181,random,1,JJ
3182,social,1,JJ
3183,awkward,1,NN
3184,two-step,1,NN
3185,oceans,1,NNS
3186,trojan,1,VBP
3187,slogan,1,JJ
3188,"""who's",1,NNP
3189,"there""",1,NN
3190,wit',1,NN
3191,emo,1,VBD
3192,go-,1,JJ
3193,you!,1,JJ
3194,highway,1,NN
3195,sing,1,VBG
3196,turns,1,NNS
3197,blur,1,NN
3198,shows,1,VBZ
3199,pic,1,VBP
3200,hanging,1,VBG
3201,hurtin',1,NN
3202,warnin,1,NN
3203,dmac,1,NN
3204,rush,1,NN
3205,label,1,NN
3206,angle,1,NN
3207,trauma,1,NN
3208,unstable,1,JJ
3209,tangled,1,VBN
3210,overthinkin',1,RB
3211,painful,1,JJ
3212,decision,1,NN
3213,fatal,1,JJ
3214,hidden,1,JJ
3215,messages,1,NNS
3216,conversations,1,NNS
3217,angels,1,NNS
3218,betrayal,1,VBP
3219,phase,1,NN
3220,hisself,1,PRP
3221,droppin',1,VBP
3222,proper,1,JJ
3223,criticism,1,NN
3224,uses,1,VBZ
3225,auntie,1,RB
3226,molested,1,VBN
3227,messed,1,VBN
3228,spendin',1,NN
3229,annoyed,1,VBN
3230,destroyed,1,VBN
3231,woods,1,NNS
3232,fish,1,JJ
3233,bobber,1,NN
3234,intended,1,VBN
3235,barbecue,1,NN
3236,steak,1,NN
3237,fries,1,NNS
3238,styrofoam,1,VBP
3239,plate,1,NN
3240,george,1,NN
3241,strait,1,VBP
3242,turnin',1,NN
3243,pedal,1,JJ
3244,alabama,1,NN
3245,skynyrd,1,VBD
3246,downtown,1,JJ
3247,four-lane,1,JJ
3248,strin's,1,NN
3249,lyric,1,JJ
3250,yee!,1,NN
3251,distracted,1,VBN
3252,television,1,NN
3253,communication,1,NN
3254,imagine,1,JJ
3255,reaction,1,NN
3256,scare,1,NN
3257,stumbled,1,VBD
3258,rippin',1,NN
3259,snap,1,JJ
3260,concrete,1,JJ
3261,hour,1,NN
3262,collar,1,JJ
3263,disappear,1,NN
3264,sand,1,NN
3265,beach,1,NN
3266,regret,1,JJ
3267,loss,1,NN
3268,oblivious,1,JJ
3269,ashamed,1,VBD
3270,mom,1,JJ
3271,ovation,1,NN
3272,create,1,NN
3273,muse,1,NN
3274,bosss,1,NN
3275,approval,1,NN
3276,refusal,1,NN
3277,sponsor,1,NN
3278,colorado,1,VBD
3279,are-,1,JJ
3280,quavo,1,NN
3281,pretendin',1,NN
3282,settin',1,NN
3283,goals,1,NNS
3284,'pendent,1,JJ
3285,bidness,1,JJ
3286,fifty-fifty,1,JJ
3287,percentage,1,NN
3288,admitted,1,VBD
3289,witness,1,RB
3290,fitted,1,VBN
3291,uh-uh,1,JJ
3292,ooh-ooh-ooh,1,JJ
3293,counting,1,NN
3294,throwing,1,VBG
3295,darling,1,VBG
3296,gives,1,VBZ
3297,finding,1,VBG
3298,leting,1,VBG
3299,go（and,1,NN
3300,starting,1,VBG
3301,heavy,1,JJ
3302,michael's,1,NNS
3303,julie,1,VBP
3304,nervous,1,JJ
3305,asking',1,JJ
3306,bunker,1,NN
3307,numbered,1,VBD
3308,texts,1,JJ
3309,cheapskate,1,NN
3310,release,1,NN
3311,twice,1,RB
3312,fbg,1,RB
3313,forbid,1,JJ
3314,flips,1,NNS
3315,granny,1,VBP
3316,haywire,1,NN
3317,taliban,1,NN
3318,desert,1,NN
3319,sent,1,VBD
3320,convicts,1,NNS
3321,enrolles,1,NNS
3322,f&n,1,VBP
3323,nonsense,1,JJ
3324,osama,1,NN
3325,sprayed,1,VBD
3326,candlelight,1,JJ
3327,pj,1,NN
3328,sticky,1,JJ
3329,high-class,1,NN
3330,chandelier,1,NN
3331,languages,1,VBZ
3332,promethazine,1,VBP
3333,percocet,1,JJ
3334,serene,1,JJ
3335,tremndo,1,NN
3336,fettuccini,1,NN
3337,clarity,1,NN
3338,pinky,1,NN
3339,ordered,1,VBD
3340,fiji,1,JJ
3341,pussy,1,JJ
3342,murk,1,NN
3343,cost,1,NN
3344,birthed,1,VBD
3345,maniac,1,JJ
3346,alien,1,JJ
3347,spurt,1,NN
3348,kitty,1,JJ
3349,bentlet,1,NN
3350,lockjaw,1,NN
3351,lilkdubb,1,NN
3352,worst,1,JJS
3353,protect,1,VBP
3354,second-guessed,1,JJ
3355,martin,1,NN
3356,gina,1,NN
3357,scenes,1,NNS
3358,finer,1,RBR
3359,h&m,1,JJ
3360,kdubb,1,NN
3361,sexually,1,RB
3362,shopping,1,VBG
3363,sprees,1,NNS
3364,therapy,1,NN
3365,sometime,1,RB
3366,bear,1,JJ
3367,beauty,1,NN
3368,makeup,1,NN
3369,vow,1,NN
3370,explain,1,VBP
3371,versus,1,IN
3372,competition,1,NN
3373,compete,1,JJ
3374,lease,1,NN
3375,choppers,1,NNS
3376,splatt,1,VBP
3377,rack,1,NN
3378,seuss,1,NN
3379,booty,1,NN
3380,poke,1,VBD
3381,snatch,1,NN
3382,plant,1,NN
3383,higher,1,RBR
3384,rent,1,NN
3385,doubled,1,VBD
3386,question,1,NN
3387,tech,1,NN
3388,z,1,NN
3389,obsessed,1,VBD
3390,r,1,NN
3391,bo,1,NN
3392,hog,1,NN
3393,lane,1,NN
3394,thermostat,1,NN
3395,whacked,1,VBD
3396,moneybagg,1,JJ
3397,runtz,1,NN
3398,bundle,1,NN
3399,plaque,1,NN
3400,worryin',1,NN
3401,keys,1,NNS
3402,benzo,1,VBP
3403,clothes,1,NNS
3404,insurance,1,NN
3405,noodle,1,JJ
3406,mein,1,NN
3407,believed,1,VBD
3408,december,1,RB
3409,hatred,1,VBN
3410,powerful,1,JJ
3411,ember,1,VB
3412,its,1,PRP$
3413,lighting,1,VBG
3414,torches,1,NNS
3415,goin,1,JJ
3416,older,1,JJR
3417,reputation,1,NN
3418,insatiable,1,NN
3419,kissed,1,VBD
3420,cabello/dababy,1,NN
3421,dababy/camila,1,NN
3422,dababy,1,NN
3423,tripping,1,VBG
3424,li',1,JJ
3425,beamer,1,NN
3426,"""no",1,NNP
3427,disrespect,1,NN
3428,fresh,1,JJ
3429,bieber,1,NN
3430,fever,1,NN
3431,regrets,1,NNS
3432,begins,1,VBZ
3433,there'd,1,JJ
3434,buffett,1,NN
3435,bloodshot,1,NN
3436,cares,1,NNS
3437,sunburn,1,VBP
3438,screamin,1,JJ
3439,marley,1,NN
3440,chesney,1,NN
3441,freeband,1,NN
3442,stains,1,VBZ
3443,metalllic,1,JJ
3444,ex-college,1,JJ
3445,ship,1,NN
3446,darlin',1,NN
3447,hydrant,1,JJ
3448,rollercoaster,1,NN
3449,dreamy,1,JJ
3450,effect,1,NN
3451,edge,1,NN
3452,collect,1,VBP
3453,lived,1,VBN
3454,stilts,1,NNS
3455,van,1,JJ
3456,wagen,1,NN
3457,kawhi,1,NN
3458,sicko,1,NN
3459,breakin',1,NN
3460,tens,1,VBZ
3461,antisocial,1,JJ
3462,beachfront,1,NN
3463,tannin',1,NN
3464,capo,1,NN
3465,rapper,1,NN
3466,'cept,1,POS
3467,raf,1,NN
3468,simons,1,NNS
3469,dentist,1,VBP
3470,lam',1,JJ
3471,board,1,NN
3472,textin',1,NN
3473,ignore,1,VBP
3474,boo’d,1,NN
3475,meth,1,NNS
3476,lokos,1,VBP
3477,gimme,1,NN
3478,“you,1,NNP
3479,means“,1,NN
3480,above,1,IN
3481,therefore,1,RB
3482,rocky,1,JJ
3483,"""be",1,NNP
3484,"cool""",1,NN
3485,fluently,1,RB
3486,casually,1,RB
3487,pimpin',1,JJ
3488,zero,1,CD
3489,worship,1,NN
3490,preacher's,1,NN
3491,vibin',1,FW
3492,starvin',1,NN
3493,%,1,NN
3494,odds,1,JJ
3495,tennis,1,NN
3496,with-,1,JJ
3497,ooh-wee,1,JJ
3498,saying,1,VBG
3499,wink,1,NN
3500,touching,1,VBG
3501,teasing,1,VBG
3502,telling,1,VBG
3503,diva,1,JJ
3504,fiesty,1,JJ
3505,eyebrow,1,NN
3506,order,1,NN
3507,mojito,1,VBD
3508,re-apply,1,NN
3509,lippy,1,JJ
3510,plays,1,VBZ
3511,favourite,1,JJ
3512,kanye's,1,NNS
3513,beckoning,1,VBG
3514,whispering,1,VBG
3515,jamaica,1,NN
3516,tag,1,NN
3517,snipers,1,NNS
3518,dip,1,VBP
3519,"""woo""",1,JJ
3520,professional,1,JJ
3521,deja,1,NN
3522,vu,1,NN
3523,decimals,1,NNS
3524,spaz,1,VBP
3525,bagged,1,VBN
3526,plentiful,1,JJ
3527,interview,1,NN
3528,growing,1,VBG
3529,fendi,1,JJ
3530,ritual,1,JJ
3531,passport,1,NN
3532,animals,1,NNS
3533,addy-ied,1,JJ
3534,gassed,1,JJ
3535,temperature,1,NN
3536,rows,1,VBZ
3537,identical,1,JJ
3538,hi-tec,1,JJ
3539,splash,1,NN
3540,raids,1,NNS
3541,enjoy,1,VBP
3542,toxic,1,JJ
3543,cuban,1,JJ
3544,links,1,NNS
3545,hockey,1,VBP
3546,screen,1,JJ
3547,saucy,1,JJ
3548,pro,1,JJ
3549,range,1,NN
3550,joffrey,1,NN
3551,smokin,1,FW
3552,sheisty,1,JJ
3553,piss,1,NN
3554,sticking,1,VBG
3555,kong,1,JJ
3556,posse,1,NN
3557,tracking,1,VBG
3558,robbery,1,NN
3559,according,1,VBG
3560,tellers,1,NNS
3561,handed,1,VBD
3562,note,1,NN
3563,"""put",1,NNP
3564,"bag""""",1,NN
3565,tank,1,NN
